-3.33068, 3.88757, 2.97103, 0.360454
-3.5561, 3.92639, 2.97103, 0.488368
-3.79945, 3.9728, 2.88018, 0.498982
-4.02847, 4.05857, 2.74165, 0.499906
-4.26333, 4.15785, 2.74165, 0.499992
-4.4936, 4.25519, 2.74165, 0.499999
-4.71926, 4.35058, 2.74165, 0.5
-4.95414, 4.44987, 2.74165, 0.5
-5.17981, 4.54526, 2.74165, 0.5
-5.41008, 4.6426, 2.74165, 0.5
-5.64035, 4.73994, 2.74165, 0.5
-5.87062, 4.83728, 2.74165, 0.5
-6.10148, 4.93316, 2.79481, 0.5
-6.34941, 4.99007, 3.03711, 0.5
-6.59384, 4.98716, -3.01328, 0.5
-6.84034, 4.92436, -2.77098, 0.5
-7.06048, 4.80711, -2.53343, 0.5
-7.24352, 4.64509, -2.30063, 0.5
-7.38897, 4.4364, -2.05833, 0.5
-7.47887, 4.20375, -1.82078, 0.5
-7.51143, 3.96148, -1.58799, 0.5
-7.48503, 3.70848, -1.34569, 0.5
-7.40094, 3.47367, -1.10814, 0.5
-7.26396, 3.26524, -0.87059, 0.5
-7.0858, 3.09787, -0.637793, 0.5
-6.87383, 2.97611, -0.404995, 0.5
-6.65125, 2.90116, -0.299576, 0.5
-6.41238, 2.82738, -0.299576, 0.5
-6.17352, 2.7536, -0.299576, 0.5
-5.93465, 2.67982, -0.299576, 0.5
-5.69831, 2.61609, -0.170402, 0.5
-5.44424, 2.60357, 0.0718974, 0.5
-5.20412, 2.64932, 0.304695, 0.5
-4.97246, 2.7544, 0.546994, 0.5
-4.77631, 2.90846, 0.784542, 0.5
-4.61725, 3.10102, 0.918468, 0.5
-4.46549, 3.29968, 0.918468, 0.5
-4.31373, 3.49835, 0.918468, 0.5
-4.16197, 3.69702, 0.918468, 0.5
-4.01021, 3.89569, 0.918468, 0.5
-3.85845, 4.09436, 0.918468, 0.5
-3.70669, 4.29302, 0.918468, 0.5
-3.55773, 4.48754, 0.898566, 0.5
-3.38038, 4.66291, 0.661017, 0.5
-3.16675, 4.79162, 0.423469, 0.5
-2.92391, 4.86736, 0.18117, 0.5
-2.67997, 4.88318, -0.0516277, 0.5
-2.43212, 4.85132, -0.147545, 0.5
-2.18483, 4.81457, -0.147545, 0.5
-1.93755, 4.77781, -0.147545, 0.5
-1.69026, 4.74106, -0.147545, 0.5
-1.44298, 4.70431, -0.147545, 0.5
-1.20064, 4.66829, -0.147545, 0.5
-0.953359, 4.63154, -0.147545, 0.5
-0.706076, 4.59479, -0.147545, 0.5
-0.453846, 4.5573, -0.147545, 0.5
-0.211508, 4.52128, -0.147545, 0.5
0.0354431, 4.46006, -0.362237, 0.5
0.25242, 4.34748, -0.595034, 0.5
0.440945, 4.18418, -0.832582, 0.5
0.585748, 3.98111, -1.07013, 0.5
0.677387, 3.75449, -1.30293, 0.5
0.714435, 3.50784, -1.54048, 0.5
0.692402, 3.25941, -1.77802, 0.5
0.612526, 3.02313, -2.01557, 0.5
0.479292, 2.81229, -2.25312, 0.5
0.296198, 2.6357, -2.49542, 0.5
0.0806756, 2.51017, -2.73297, 0.5
-0.153408, 2.43975, -2.96577, 0.5
-0.402415, 2.42553, 3.07987, 0.5
-0.644473, 2.46218, 2.9602, 0.5
-0.89529, 2.50818, 2.9602, 0.5
-1.14119, 2.55328, 2.9602, 0.5
-1.38569, 2.6047, 2.85003, 0.5
-1.6144, 2.7042, 2.61248, 0.5
-1.80999, 2.8509, 2.40729, 0.5
-1.99927, 3.02177, 2.40729, 0.5
-2.18114, 3.18593, 2.40729, 0.5
-2.36671, 3.35345, 2.40729, 0.5
-2.56055, 3.51081, 2.55723, 0.5
-2.76958, 3.64794, 2.56112, 0.5
-2.98281, 3.78779, 2.56112, 0.5
-3.18768, 3.92215, 2.56112, 0.5
-3.39673, 4.05925, 2.56112, 0.5
-3.59605, 4.18997, 2.56316, 0.114186
