9.10718, 6.21313, -2.51426, 0.499597
8.6491, 6.02493, -2.98928, 0.499997
8.15477, 6.06416, 2.89393, 0.5
7.67003, 6.18673, 2.89393, 0.5
7.19646, 6.34522, 2.77811, 0.5
6.72913, 6.52299, 2.77811, 0.5
6.2618, 6.70075, 2.77811, 0.5
5.79669, 6.884, 2.7288, 0.5
5.33869, 7.08458, 2.7288, 0.5
4.88069, 7.28517, 2.7288, 0.5
4.42269, 7.48575, 2.7288, 0.5
3.96468, 7.68634, 2.7288, 0.5
3.50668, 7.88692, 2.7288, 0.5
3.04868, 8.0875, 2.7288, 0.5
2.59068, 8.28809, 2.7288, 0.5
2.13267, 8.48867, 2.7288, 0.5
1.67467, 8.68925, 2.7288, 0.5
1.21667, 8.88984, 2.7288, 0.5
0.758668, 9.09042, 2.7288, 0.5
0.295494, 9.27715, 2.89598, 0.5
-0.200098, 9.3406, 3.03466, 0.5
-0.695808, 9.40338, 2.90073, 0.5
-1.43551, 9.6314, 2.42564, 0.5
-1.72221, 10.0353, 1.95054, 0.5
-1.7924, 10.5256, 1.47544, 0.5
-1.63054, 10.9937, 1.00035, 0.5
-1.272482, 11.336, 0.525251, 0.5
-0.797529, 11.4765, 0.0501543, 0.5
-0.3108901, 11.3842, -0.424942, 0.5
0.079644, 11.0796, -0.900039, 0.5
0.290533, 10.6308, -1.30002, 0.5
0.467095, 10.1656, -1.00456, 0.5
0.82371, 9.82181, -0.529464, 0.5
1.29796, 9.67804, -0.100979, 0.5
1.79529, 9.62655, -0.144635, 0.5
2.57682, 9.49352, -0.292813, 0.5
3.05553, 9.3492, -0.292813, 0.5
3.53425, 9.20487, -0.292813, 0.5
4.01029, 9.05246, -0.351621, 0.5
4.4797, 8.88025, -0.351621, 0.5
4.94911, 8.70804, -0.351621, 0.5
5.41851, 8.53583, -0.351621, 0.5
5.88792, 8.36362, -0.351621, 0.5
6.35733, 8.19141, -0.351621, 0.5
6.82674, 8.0192, -0.351621, 0.5
7.29615, 7.84699, -0.351621, 0.5
7.76555, 7.67478, -0.351621, 0.5
8.24153, 7.52466, -0.197794, 0.5
8.72203, 7.3929, -0.455244, 0.5
9.10315, 7.07655, -0.930341, 0.5
9.29736, 6.6209, -1.40544, 0.5
